 mod L/Lsol Teff t (year) Reff/Rsol k2conv k2rad Mrad/Msol Rrad/Reff
     1       17.500000 4150.0  1.4884355E+03          8.1400   0.18509000   0.00000000  0.0000000  0.0000E+000   0.000000
     2        5.050000 4285.0  4.8016507E+05          4.0900   0.19424000   0.00000000  0.0000000  0.0000E+000   0.000000
     3        2.040000 4276.0  9.5884170E+05          2.6100   0.19874000   0.00000000  0.0000000  0.0000E+000   0.000000
     4        1.390000 4246.0  1.4375183E+06          2.1900   0.20015000   0.00000000  0.0000000  0.0000E+000   0.000000
     5        1.090000 4222.0  1.9161950E+06          1.9600   0.20091000   0.00000000  0.0000000  0.0000E+000   0.000000
     6        0.910000 4204.0  2.3948716E+06          1.8000   0.20139000   0.00000000  0.0000000  0.0000E+000   0.000000
     7        0.790000 4189.0  2.8735482E+06          1.6900   0.20173000   0.00000000  0.0000000  0.0000E+000   0.000000
     8        0.700000 4177.0  3.3522248E+06          1.6000   0.20198000   0.00000000  0.0060653  1.0830E-001   0.000188
     9        0.630000 4167.0  3.8309015E+06          1.5300   0.20211000   0.00007000  0.0170630  1.5420E-001   0.000898
    10        0.570000 4158.0  4.3095781E+06          1.4600   0.20189000   0.00045000  0.0293756  1.8610E-001   0.001864
    11        0.520000 4150.0  4.7882547E+06          1.4000   0.20127000   0.00117000  0.0486883  2.2240E-001   0.003599
    12        0.480000 4144.0  5.2669314E+06          1.3500   0.20022000   0.00224000  0.0716354  2.5550E-001   0.005714
    13        0.450000 4139.0  5.7456080E+06          1.3100   0.19881000   0.00361000  0.0944508  2.8260E-001   0.007664
    14        0.420000 4135.0  6.2242846E+06          1.2700   0.19718000   0.00511000  0.1163657  3.0530E-001   0.009218
    15        0.400000 4131.0  6.7029613E+06          1.2300   0.19522000   0.00687000  0.1376704  3.2510E-001   0.010314
    16        0.380000 4129.0  7.1816379E+06          1.2000   0.19313000   0.00870000  0.1579172  3.4250E-001   0.011244
    17        0.360000 4127.0  7.6603145E+06          1.1800   0.19089000   0.01062000  0.1772405  3.5800E-001   0.012134
    18        0.350000 4126.0  8.1389911E+06          1.1500   0.18852000   0.01260000  0.1962005  3.7230E-001   0.012459
    19        0.330000 4125.0  8.6176678E+06          1.1300   0.18609000   0.01460000  0.2141431  3.8520E-001   0.012847
    20        0.320000 4125.0  9.0963444E+06          1.1100   0.18353000   0.01667000  0.2308115  3.9670E-001   0.013012
    21        0.310000 4125.0  9.5750210E+06          1.0900   0.18094000   0.01871000  0.2474162  4.0780E-001   0.013047
    22        0.300000 4126.0  1.0053698E+07          1.0800   0.17829000   0.02079000  0.2633578  4.1800E-001   0.013296
    23        0.290000 4127.0  1.0532374E+07          1.0600   0.17562000   0.02282000  0.2790679  4.2780E-001   0.013078
    24        0.280000 4128.0  1.1011051E+07          1.0500   0.17286000   0.02491000  0.2928803  4.3620E-001   0.013097
    25        0.280000 4129.0  1.1489728E+07          1.0300   0.17011000   0.02697000  0.3073172  4.4480E-001   0.012698
    26        0.270000 4131.0  1.1968404E+07          1.0200   0.16732000   0.02901000  0.3209231  4.5260E-001   0.012588
    27        0.270000 4133.0  1.2447081E+07          1.0100   0.16457000   0.03099000  0.3343699  4.6040E-001   0.012444
    28        0.260000 4135.0  1.2925757E+07          1.0000   0.16183000   0.03293000  0.3468855  4.6730E-001   0.012231
    29        0.260000 4137.0  1.3404434E+07          0.9900   0.15910000   0.03484000  0.3591239  4.7400E-001   0.011986
    30        0.250000 4139.0  1.3883111E+07          0.9800   0.15636000   0.03672000  0.3707605  4.8030E-001   0.011710
    31        0.250000 4142.0  1.4361787E+07          0.9700   0.15362000   0.03857000  0.3822967  4.8650E-001   0.011413
    32        0.240000 4145.0  1.4840464E+07          0.9600   0.15091000   0.04037000  0.3934652  4.9240E-001   0.011094
    33        0.240000 4148.0  1.5319141E+07          0.9500   0.14822000   0.04213000  0.4043252  4.9800E-001   0.010755
    34        0.240000 4151.0  1.5797817E+07          0.9400   0.14553000   0.04386000  0.4147450  5.0340E-001   0.010409
    35        0.230000 4154.0  1.6276494E+07          0.9400   0.14279000   0.04560000  0.4251648  5.0870E-001   0.010379
    36        0.230000 4158.0  1.6755170E+07          0.9300   0.14015000   0.04723000  0.4348508  5.1360E-001   0.010010
    37        0.230000 4162.0  1.7233847E+07          0.9200   0.13745000   0.04889000  0.4445368  5.1840E-001   0.009634
    38        0.230000 4166.0  1.7712524E+07          0.9200   0.13481000   0.05047000  0.4536357  5.2300E-001   0.009574
    39        0.230000 4170.0  1.8191200E+07          0.9100   0.13217000   0.05203000  0.4633217  5.2770E-001   0.009185
    40        0.220000 4174.0  1.8669877E+07          0.9100   0.12958000   0.05352000  0.4723616  5.3220E-001   0.009103
    41        0.220000 4179.0  1.9148554E+07          0.9000   0.12697000   0.05499000  0.4807675  5.3630E-001   0.008721
    42        0.220000 4183.0  1.9627230E+07          0.9000   0.12439000   0.05643000  0.4890810  5.4030E-001   0.008627
    43        0.220000 4188.0  2.0105907E+07          0.8900   0.12184000   0.05782000  0.4974304  5.4430E-001   0.008243
    44        0.220000 4193.0  2.0584584E+07          0.8900   0.11930000   0.05917000  0.5058266  5.4840E-001   0.008137
    45        0.220000 4198.0  2.1063260E+07          0.8800   0.11681000   0.06045000  0.5140787  5.5230E-001   0.007754
    46        0.220000 4203.0  2.1541937E+07          0.8800   0.11426000   0.06176000  0.5217183  5.5590E-001   0.007643
    47        0.220000 4209.0  2.2020613E+07          0.8800   0.11180000   0.06299000  0.5293266  5.5950E-001   0.007528
    48        0.220000 4215.0  2.2499290E+07          0.8700   0.10934000   0.06417000  0.5369792  5.6320E-001   0.007158
    49        0.210000 4221.0  2.2977967E+07          0.8700   0.10691000   0.06533000  0.5438634  5.6640E-001   0.007045
    50        0.210000 4227.0  2.3456643E+07          0.8700   0.10450000   0.06642000  0.5512869  5.6990E-001   0.006919
    51        0.210000 4234.0  2.3935320E+07          0.8600   0.10215000   0.06747000  0.5581232  5.7320E-001   0.006569
    52        0.210000 4240.0  2.4413997E+07          0.8600   0.09978000   0.06849000  0.5649189  5.7640E-001   0.006448
    53        0.210000 4248.0  2.4892673E+07          0.8600   0.09745000   0.06947000  0.5715676  5.7950E-001   0.006326
    54        0.210000 4254.0  2.5371350E+07          0.8500   0.09515000   0.07040000  0.5783381  5.8270E-001   0.005984
    55        0.210000 4262.0  2.5850026E+07          0.8500   0.09290000   0.07128000  0.5847703  5.8570E-001   0.005862
    56        0.220000 4270.0  2.6328703E+07          0.8500   0.09064000   0.07213000  0.5907166  5.8850E-001   0.005746
    57        0.220000 4278.0  2.6807380E+07          0.8500   0.08844000   0.07293000  0.5965355  5.9120E-001   0.005629
    58        0.220000 4287.0  2.7286056E+07          0.8500   0.08625000   0.07369000  0.6028753  5.9420E-001   0.005500
    59        0.220000 4296.0  2.7764733E+07          0.8400   0.08409000   0.07441000  0.6086207  5.9690E-001   0.005191
    60        0.220000 4305.0  2.8243410E+07          0.8400   0.08194000   0.07508000  0.6143662  5.9960E-001   0.005072
    61        0.220000 4315.0  2.8722086E+07          0.8400   0.07981000   0.07572000  0.6200456  6.0240E-001   0.004953
    62        0.220000 4325.0  2.9200763E+07          0.8400   0.07771000   0.07632000  0.6255929  6.0500E-001   0.004833
    63        0.220000 4336.0  2.9679440E+07          0.8400   0.07565000   0.07687000  0.6305459  6.0740E-001   0.004725
    64        0.220000 4347.0  3.0158116E+07          0.8400   0.07364000   0.07738000  0.6358951  6.0990E-001   0.004604
    65        0.230000 4358.0  3.0636793E+07          0.8400   0.07165000   0.07785000  0.6411782  6.1250E-001   0.004484
    66        0.230000 4371.0  3.1115469E+07          0.8300   0.06971000   0.07826000  0.6458010  6.1470E-001   0.004222
    67        0.230000 4383.0  3.1594146E+07          0.8300   0.06780000   0.07865000  0.6508200  6.1710E-001   0.004108
    68        0.230000 4396.0  3.2072823E+07          0.8300   0.06594000   0.07897000  0.6552446  6.1930E-001   0.004007
    69        0.230000 4409.0  3.2551499E+07          0.8300   0.06413000   0.07926000  0.6600655  6.2170E-001   0.003895
    70        0.240000 4423.0  3.3030176E+07          0.8300   0.06235000   0.07953000  0.6642260  6.2370E-001   0.003796
    71        0.240000 4438.0  3.3508853E+07          0.8300   0.06061000   0.07976000  0.6683205  6.2580E-001   0.003699
    72        0.240000 4452.0  3.3987529E+07          0.8300   0.05892000   0.07993000  0.6726791  6.2790E-001   0.003593
    73        0.250000 4467.0  3.4466206E+07          0.8300   0.05728000   0.08008000  0.6765094  6.2990E-001   0.003500
    74        0.250000 4483.0  3.4944882E+07          0.8300   0.05568000   0.08019000  0.6802076  6.3180E-001   0.003409
    75        0.250000 4500.0  3.5423559E+07          0.8300   0.05410000   0.08028000  0.6842360  6.3390E-001   0.003309
    76        0.250000 4516.0  3.5902236E+07          0.8300   0.05259000   0.08034000  0.6876701  6.3570E-001   0.003222
    77        0.260000 4533.0  3.6380912E+07          0.8300   0.05113000   0.08036000  0.6913683  6.3770E-001   0.003129
    78        0.260000 4550.0  3.6859589E+07          0.8200   0.04969000   0.08037000  0.6945382  6.3940E-001   0.002939
    79        0.270000 4568.0  3.7338266E+07          0.8200   0.04832000   0.08034000  0.6979062  6.4120E-001   0.002855
    80        0.270000 4586.0  3.7816942E+07          0.8200   0.04698000   0.08029000  0.7008119  6.4280E-001   0.002783
    81        0.270000 4605.0  3.8295619E+07          0.8200   0.04567000   0.08024000  0.7039818  6.4460E-001   0.002703
    82        0.280000 4622.0  3.8774295E+07          0.8200   0.04441000   0.08017000  0.7068876  6.4620E-001   0.002629
    83        0.280000 4641.0  3.9252972E+07          0.8200   0.04320000   0.08006000  0.7097273  6.4790E-001   0.002557
    84        0.280000 4660.0  3.9731649E+07          0.8200   0.04201000   0.07997000  0.7124349  6.4950E-001   0.002488
    85        0.290000 4678.0  4.0210325E+07          0.8200   0.04085000   0.07985000  0.7150270  6.5110E-001   0.002421
    86        0.290000 4698.0  4.0689002E+07          0.8200   0.03973000   0.07972000  0.7175076  6.5270E-001   0.002358
    87        0.300000 4717.0  4.1167679E+07          0.8200   0.03865000   0.07958000  0.7200129  6.5430E-001   0.002292
    88        0.300000 4735.0  4.1646355E+07          0.8100   0.03761000   0.07944000  0.7224069  6.5590E-001   0.002150
    89        0.300000 4754.0  4.2125032E+07          0.8100   0.03660000   0.07930000  0.7246357  6.5740E-001   0.002093
    90        0.310000 4772.0  4.2603709E+07          0.8100   0.03561000   0.07917000  0.7267562  6.5890E-001   0.002040
    91        0.310000 4790.0  4.3082385E+07          0.8100   0.03466000   0.07903000  0.7290601  6.6060E-001   0.001981
    92        0.310000 4808.0  4.3561062E+07          0.8100   0.03374000   0.07888000  0.7310149  6.6210E-001   0.001931
    93        0.320000 4826.0  4.4039738E+07          0.8100   0.03286000   0.07874000  0.7330882  6.6370E-001   0.001878
    94        0.320000 4843.0  4.4518415E+07          0.8100   0.03200000   0.07862000  0.7349288  6.6510E-001   0.001831
    95        0.320000 4860.0  4.4997092E+07          0.8000   0.03117000   0.07849000  0.7367317  6.6660E-001   0.001719
    96        0.330000 4876.0  4.5475768E+07          0.8000   0.03038000   0.07838000  0.7385346  6.6820E-001   0.001674
    97        0.330000 4892.0  4.5954445E+07          0.8000   0.02963000   0.07827000  0.7402274  6.6970E-001   0.001632
    98        0.330000 4907.0  4.6433122E+07          0.8000   0.02890000   0.07821000  0.7418288  6.7120E-001   0.001592
    99        0.330000 4922.0  4.6911798E+07          0.8000   0.02821000   0.07813000  0.7433159  6.7260E-001   0.001555
   100        0.340000 4936.0  4.7390475E+07          0.7900   0.02755000   0.07810000  0.7448273  6.7420E-001   0.001460
   101        0.340000 4949.0  4.7869151E+07          0.7900   0.02694000   0.07809000  0.7461673  6.7560E-001   0.001428
   102        0.340000 4961.0  4.8347828E+07          0.7900   0.02636000   0.07811000  0.7474258  6.7700E-001   0.001397
   103        0.340000 4972.0  4.8826505E+07          0.7900   0.02582000   0.07816000  0.7486357  6.7850E-001   0.001368
   104        0.340000 4982.0  4.9305181E+07          0.7800   0.02532000   0.07826000  0.7497285  6.7990E-001   0.001291
   105        0.340000 4990.0  4.9783858E+07          0.7800   0.02487000   0.07839000  0.7507410  6.8130E-001   0.001268
   106        0.340000 4998.0  5.0262535E+07          0.7800   0.02446000   0.07856000  0.7516820  6.8270E-001   0.001246
   107        0.340000 5004.0  5.0741211E+07          0.7800   0.02408000   0.07877000  0.7524943  6.8390E-001   0.001227
   108        0.340000 5009.0  5.1219888E+07          0.7700   0.02375000   0.07903000  0.7532688  6.8530E-001   0.001163
   109        0.340000 5012.0  5.1698565E+07          0.7700   0.02346000   0.07932000  0.7539402  6.8650E-001   0.001148
   110        0.330000 5015.0  5.2177241E+07          0.7700   0.02321000   0.07966000  0.7545374  6.8780E-001   0.001135
   111        0.330000 5016.0  5.2655918E+07          0.7600   0.02300000   0.08002000  0.7550346  6.8890E-001   0.001080
   112        0.330000 5015.0  5.3134594E+07          0.7600   0.02281000   0.08043000  0.7555045  6.9010E-001   0.001071
   113        0.330000 5014.0  5.3613271E+07          0.7600   0.02266000   0.08086000  0.7558551  6.9120E-001   0.001063
   114        0.320000 5012.0  5.4091948E+07          0.7600   0.02255000   0.08129000  0.7561494  6.9220E-001   0.001057
   115        0.320000 5008.0  5.4570624E+07          0.7500   0.02245000   0.08176000  0.7564260  6.9330E-001   0.001011
   116        0.320000 5004.0  5.5049301E+07          0.7500   0.02238000   0.08224000  0.7566085  6.9420E-001   0.001008
   117        0.310000 4999.0  5.5527978E+07          0.7500   0.02234000   0.08271000  0.7567657  6.9510E-001   0.001005
   118        0.310000 4994.0  5.6006654E+07          0.7400   0.02231000   0.08318000  0.7568803  6.9590E-001   0.000963
   119        0.300000 4989.0  5.6485331E+07          0.7400   0.02230000   0.08362000  0.7569554  6.9670E-001   0.000962
   120        0.300000 4983.0  5.6964007E+07          0.7400   0.02232000   0.08405000  0.7570044  6.9740E-001   0.000962
   121        0.300000 4977.0  5.7442684E+07          0.7400   0.02232000   0.08448000  0.7570107  6.9810E-001   0.000930
   122        0.290000 4971.0  5.7921361E+07          0.7300   0.02235000   0.08490000  0.7570081  6.9870E-001   0.000924
   123        0.290000 4964.0  5.8400037E+07          0.7300   0.02239000   0.08530000  0.7569872  6.9930E-001   0.000925
   124        0.290000 4958.0  5.8878714E+07          0.7300   0.02243000   0.08570000  0.7569556  6.9990E-001   0.000926
   125        0.280000 4951.0  5.9357391E+07          0.7300   0.02248000   0.08607000  0.7568939  7.0040E-001   0.000928
   126        0.280000 4945.0  5.9836067E+07          0.7200   0.02253000   0.08643000  0.7568204  7.0080E-001   0.000892
   127        0.280000 4938.0  6.0314744E+07          0.7200   0.02259000   0.08676000  0.7567525  7.0130E-001   0.000894
   128        0.280000 4932.0  6.0793420E+07          0.7200   0.02266000   0.08708000  0.7566529  7.0170E-001   0.000896
   129        0.270000 4926.0  6.1272097E+07          0.7200   0.02273000   0.08738000  0.7565668  7.0200E-001   0.000898
   130        0.270000 4920.0  6.1750774E+07          0.7200   0.02279000   0.08765000  0.7564637  7.0240E-001   0.000901
   131        0.270000 4915.0  6.2229450E+07          0.7200   0.02286000   0.08791000  0.7563373  7.0260E-001   0.000903
   132        0.270000 4909.0  6.2708127E+07          0.7100   0.02293000   0.08814000  0.7562233  7.0280E-001   0.000869
   133        0.260000 4904.0  6.3186804E+07          0.7100   0.02299000   0.08835000  0.7561122  7.0300E-001   0.000871
   134        0.260000 4900.0  6.3665480E+07          0.7100   0.02305000   0.08854000  0.7560326  7.0330E-001   0.000873
   135        0.260000 4896.0  6.4144157E+07          0.7100   0.02312000   0.08871000  0.7559029  7.0340E-001   0.000875
   136        0.260000 4892.0  6.4622834E+07          0.7100   0.02318000   0.08886000  0.7557946  7.0350E-001   0.000878
   137        0.260000 4888.0  6.5101510E+07          0.7100   0.02323000   0.08899000  0.7557150  7.0360E-001   0.000879
   139        0.260000 4882.0  6.6058863E+07          0.7100   0.02334000   0.08920000  0.7555115  7.0370E-001   0.000883
   140        0.250000 4879.0  6.6537540E+07          0.7100   0.02338000   0.08929000  0.7554292  7.0380E-001   0.000885
   146        0.250000 4869.0  6.9409600E+07          0.7100   0.02359000   0.08955000  0.7550251  7.0370E-001   0.000893
   150        0.250000 4867.0  7.1324306E+07          0.7100   0.02367000   0.08958000  0.7548680  7.0360E-001   0.000896
   153        0.250000 4866.0  7.2760336E+07          0.7100   0.02371000   0.08956000  0.7547842  7.0350E-001   0.000898
   154        0.250000 4866.0  7.3239013E+07          0.7100   0.02372000   0.08955000  0.7547474  7.0340E-001   0.000898
   157        0.250000 4865.0  7.4675043E+07          0.7100   0.02376000   0.08952000  0.7546815  7.0330E-001   0.000900
   159        0.250000 4865.0  7.5632396E+07          0.7100   0.02377000   0.08949000  0.7546442  7.0320E-001   0.000900
   162        0.250000 4865.0  7.7068426E+07          0.7100   0.02379000   0.08947000  0.7545929  7.0310E-001   0.000901
   165        0.250000 4865.0  7.8504456E+07          0.7100   0.02382000   0.08945000  0.7545377  7.0300E-001   0.000902
   169        0.250000 4864.0  8.0419162E+07          0.7100   0.02385000   0.08944000  0.7544623  7.0290E-001   0.000904
   171        0.250000 4864.0  8.1376516E+07          0.7100   0.02388000   0.08944000  0.7544161  7.0280E-001   0.000904
   176        0.250000 4863.0  8.3769899E+07          0.7100   0.02393000   0.08945000  0.7542983  7.0270E-001   0.000907
   178        0.250000 4862.0  8.4727252E+07          0.7100   0.02395000   0.08946000  0.7542431  7.0260E-001   0.000908
   182        0.250000 4861.0  8.6641959E+07          0.7100   0.02401000   0.08947000  0.7541343  7.0250E-001   0.000910
   186        0.250000 4859.0  8.8556665E+07          0.7100   0.02407000   0.08949000  0.7540301  7.0240E-001   0.000912
