 mod L/Lsol Teff t (year) Reff/Rsol k2conv k2rad Mrad/Msol Rrad/Reff
     1        8.090000 3924.0  1.4884355E+03          6.1900   0.18061000   0.00000000  0.0000000  0.0000E+000   0.000000
     2        1.530000 3940.0  9.0481435E+05          2.6700   0.19459000   0.00000000  0.0000000  0.0000E+000   0.000000
     3        0.610000 3883.0  1.8081403E+06          1.7400   0.19954000   0.00000000  0.0000000  0.0000E+000   0.000000
     4        0.430000 3870.0  2.7114662E+06          1.4600   0.20089000   0.00000000  0.0000000  0.0000E+000   0.000000
     5        0.340000 3864.0  3.6147921E+06          1.3000   0.20157000   0.00000000  0.0000000  0.0000E+000   0.000000
     6        0.290000 3862.0  4.5181180E+06          1.2000   0.20199000   0.00000000  0.0000000  0.0000E+000   0.000000
     7        0.250000 3861.0  5.4214439E+06          1.1200   0.20228000   0.00000000  0.0000000  0.0000E+000   0.000000
     8        0.220000 3860.0  6.3247699E+06          1.0600   0.20250000   0.00000000  0.0000000  0.0000E+000   0.000000
     9        0.200000 3859.0  7.2280958E+06          1.0100   0.20266000   0.00000000  0.0000000  0.0000E+000   0.000000
    10        0.190000 3859.0  8.1314217E+06          0.9700   0.20281000   0.00000000  0.0000000  0.0000E+000   0.000000
    11        0.170000 3859.0  9.0347476E+06          0.9400   0.20293000   0.00000000  0.0000000  0.0000E+000   0.000000
    12        0.160000 3859.0  9.9380735E+06          0.9000   0.20303000   0.00000000  0.0002863  4.5620E-002   0.000001
    14        0.140000 3859.0  1.1744725E+07          0.8500   0.20317000   0.00004000  0.0060543  1.2740E-001   0.000099
    15        0.140000 3859.0  1.2648051E+07          0.8300   0.20312000   0.00016000  0.0102582  1.5260E-001   0.000217
    16        0.130000 3859.0  1.3551377E+07          0.8100   0.20294000   0.00041000  0.0165434  1.8000E-001   0.000435
    17        0.120000 3859.0  1.4454703E+07          0.7900   0.20260000   0.00080000  0.0242685  2.0580E-001   0.000735
    18        0.120000 3860.0  1.5358029E+07          0.7700   0.20211000   0.00131000  0.0325567  2.2840E-001   0.001069
    19        0.110000 3860.0  1.6261355E+07          0.7500   0.20149000   0.00193000  0.0408584  2.4780E-001   0.001383
