 mod L/Lsol Teff t (year) Reff/Rsol k2conv k2rad Mrad/Msol Rrad/Reff
     1       42.350000 4128.0  2.7867587E+02         12.8000   0.18181000   0.00000000  0.0000000  0.0000E+000   0.000000
     2       10.140000 4381.0  2.5383692E+05          5.5500   0.19338000   0.00000000  0.0000000  0.0000E+000   0.000000
     3        5.490000 4436.0  5.0739517E+05          3.9800   0.19661000   0.00000000  0.0000000  0.0000E+000   0.000000
     4        3.490000 4451.0  7.6095342E+05          3.1500   0.19859000   0.00000000  0.0000000  0.0000E+000   0.000000
     5        2.660000 4446.0  1.0145117E+06          2.7600   0.19961000   0.00000000  0.0000000  0.0000E+000   0.000000
     6        2.190000 4438.0  1.2680699E+06          2.5100   0.20027000   0.00000000  0.0000000  0.0000E+000   0.000000
     7        1.870000 4428.0  1.5216282E+06          2.3300   0.20075000   0.00000000  0.0000000  0.0000E+000   0.000000
     8        1.650000 4417.0  1.7751864E+06          2.2000   0.20109000   0.00000000  0.0000000  0.0000E+000   0.000000
     9        1.480000 4407.0  2.0287447E+06          2.0900   0.20137000   0.00000000  0.0000000  0.0000E+000   0.000000
    10        1.340000 4397.0  2.2823029E+06          2.0000   0.20151000   0.00008000  0.0162968  1.4040E-001   0.001032
    11        1.230000 4388.0  2.5358611E+06          1.9200   0.20143000   0.00034000  0.0311620  1.7560E-001   0.002606
    12        1.120000 4378.0  2.7894194E+06          1.8500   0.20102000   0.00090000  0.0559614  2.1560E-001   0.005827
    13        1.040000 4368.0  3.0429776E+06          1.7800   0.20026000   0.00174000  0.0784386  2.4330E-001   0.008619
    14        0.970000 4360.0  3.2965359E+06          1.7300   0.19909000   0.00291000  0.1056331  2.7100E-001   0.012112
    15        0.910000 4353.0  3.5500941E+06          1.6800   0.19769000   0.00425000  0.1298926  2.9240E-001   0.014687
    16        0.860000 4347.0  3.8036524E+06          1.6400   0.19608000   0.00574000  0.1553734  3.1260E-001   0.017216
    17        0.810000 4341.0  4.0572106E+06          1.6000   0.19428000   0.00735000  0.1792613  3.2990E-001   0.019029
    18        0.770000 4336.0  4.3107689E+06          1.5600   0.19232000   0.00905000  0.2022537  3.4530E-001   0.020250
    19        0.740000 4332.0  4.5643271E+06          1.5300   0.19021000   0.01086000  0.2254387  3.6000E-001   0.021488
